code,year,municipality,pop_1,pop,partpop06,partpop7_15,partpop80_,partforeign,costequalgrants,popchange_10y,pers_admin,pers_child,pers_school,pers_elder,pers_total,pers_social,pers_tech,expenditures_total,wage_admin,wage_child,wage_school,wage_elder,wage_total,wage_social,wage_tech,pers_officials,pers_assistants,pers_priv_school,pers_priv_elder,pers_priv_social,pers_priv_child,migrationgrant,migpop,summigpop,sumpop,migrationmean,exp_total,exp_admin,exp_child,exp_school,exp_elder,exp_social,exp_tech,expshare_total,expshare_admin,expshare_child,expshare_school,expshare_elder,expshare_social,expshare_tech,outmigration,forcing
2281,1996,Sundsvall,94815,94531,8.71354293823242,9.76187705993652,4.22295331954956,3.17462015151978,-12.5799999237061,1.3316376209259,4.76612091064453,13.9349298477173,15.068473815918,21.9312305450439,67.0126342773438,1.96279835700989,9.3216552734375,31104,17018.5546875,13768.9892578125,17460.791015625,13495.8173828125,14854.1650390625,17237.142578125,13860.3603515625,0.878547778103701,0.963810813535297,0,,,,-0.22791151702404,0,200935472,8816381,22.7911510467529,181.392929077148,14.899242401123,34.7698936462402,47.142147064209,53.3977394104004,5.87456846237183,23.2403659820557,0.583181977272034,0.0479013696312904,0.111785925924778,0.151562973856926,0.171674832701683,0.0188868585973978,0.074718251824379,-1.33000004291534,-3.32999992370605
2023,1996,Malung-Sälen,11494,11366,8.57821559906006,9.77476692199707,5.12053489685059,2.82421255111694,15.8800001144409,-2.56018996238709,5.4970965385437,12.3417320251465,16.419584274292,22.5690879821777,73.7756958007813,1.2510998249054,15.6861906051636,32954,17079.830078125,13426.396484375,16746.20703125,13024.6953125,14424.548828125,16138.3623046875,13724.1591796875,0.923807847967623,0.593876473693472,0,,,,0.332088500261307,643664,200935472,8816381,22.7911510467529,199.699493408203,17.184326171875,30.7946109771729,51.3691368103027,54.9507827758789,3.7444863319397,39.1081657409668,0.605994701385498,0.0521464049816132,0.0934472605586052,0.155881345272064,0.166749969124794,0.0113627668470144,0.118675015866756,2.55999994277954,0.559999942779541
1401,1996,Härryda,28521,28612,11.6314840316772,12.767370223999,2.70515871047974,5.06430864334106,-9.63000011444092,15.7602081298828,4.6642107963562,14.2507991790772,15.3670225143433,11.0838718414307,54.4016990661621,1.74297499656677,7.29081344604492,25331,17950.6875,13734.017578125,17537.578125,13824.2216796875,15370.5146484375,17495.66796875,14191.4287109375,1.00307563270587,0.865720676232948,0.244652599096298,,,,-0.22791151702404,0,200935472,8816381,22.7911510467529,147.257049560547,14.5806646347046,35.5580406188965,48.0761680603027,26.9868011474609,5.21664714813232,18.1771564483643,0.581331372261047,0.0575605556368828,0.14037361741066,0.189791828393936,0.106536656618118,0.0205939244478941,0.071758545935154,-15.7600002288818,-17.7600002288818
2031,1996,Rättvik,11382,11325,8.25607013702393,10.5165567398071,7.32891845703125,1.70419418811798,12.8800001144409,2.40215921401978,5.24679899215698,9.63532066345215,16.1041946411133,26.8449649810791,66.3560562133789,1.39072847366333,7.14570426940918,30997,17856.60546875,13408.9169921875,17142.5390625,12973.923828125,14596.1142578125,15591.2216796875,13959.19921875,1.69977924944812,1.1037527593819,0,,,,-0.22791151702404,0,200935472,8816381,22.7911510467529,179.615661621094,16.4018783569336,24.0416793823242,50.3824348449707,65.3616104125977,4.16238880157471,17.8153762817383,0.579461455345154,0.0529144071042538,0.0775613114237785,0.162539705634117,0.210864305496216,0.0134283602237701,0.0574745163321495,-2.40000009536743,-4.40000009536743
1780,1996,Karlstad,78915,79468,8.49524402618408,9.72215270996094,4.31746101379395,3.84305644035339,-12.3599996566772,6.17700862884522,5.74656486511231,12.029935836792,16.0881309509277,19.4464817047119,64.7457962036133,1.8796478509903,9.51739406585693,28645,16385.888671875,13668.146484375,17977.2890625,13513.3544921875,15079.537109375,16578.150390625,14085.189453125,0.992223285331744,1.30266270788661,0,,,,-0.22791151702404,0,200935472,8816381,22.7911510467529,175.256942749023,17.9641819000244,30.0166282653809,50.3321762084961,47.3479232788086,5.62570333480835,23.7283744812012,0.611823856830597,0.0627131536602974,0.10478837043047,0.175710156559944,0.165292099118233,0.0196393895894289,0.0828360095620155,-6.17999982833862,-8.18000030517578
821,1996,Högsby,7326,7175,9.31010437011719,12.8641109466553,7.09407711029053,7.33101081848145,23.4099998474121,-2.92831587791443,6.42648077011108,12.7277593612671,14.2508707046509,27.0698070526123,71.4637985229492,1.42160272598267,9.55614471435547,33708,16455.509765625,13164.4091796875,16907.689453125,13055.5400390625,14265.525390625,15460.78515625,13567.9404296875,1.11498257839721,1.21951219512195,0,,,,0.702088475227356,681318,200935472,8816381,22.7911510467529,193.441558837891,20.0896492004395,31.7578105926514,44.5842552185059,65.909049987793,4.25479412078857,23.824987411499,0.573874354362488,0.0595990531146526,0.0942144617438316,0.132266089320183,0.195529401302338,0.0126225054264069,0.0706805139780045,2.9300000667572,0.930000066757202
1445,1996,Essunga,6101,6005,9.67527008056641,11.806827545166,6.34471273422241,3.63030815124512,0.140000000596046,3.3017270565033,4.59783506393433,9.64529514312744,17.0840969085693,19.2307872772217,62.0897064208984,1.24895918369293,10.3212413787842,29395,16934.376953125,13585.5966796875,16828.626953125,13505.89453125,14749.6015625,16630.666015625,13514.86328125,1.83180682764363,0.977518735182077,0,,,,-0.22791151702404,0,200935472,8816381,22.7911510467529,168.067306518555,14.3731679916382,24.0665664672852,53.4480819702149,46.82275390625,3.73807954788208,25.7324943542481,0.57175475358963,0.0488966405391693,0.0818729922175407,0.181827113032341,0.15928815305233,0.0127167189493775,0.0875403806567192,-3.29999995231628,-5.30000019073486
192,1996,Nynäshamn,22728,22786,10.5196170806885,11.2174139022827,3.96295976638794,4.37988233566284,-7.21000003814697,9.46922302246094,5.3591513633728,12.8953065872192,15.5731153488159,11.0734062194824,55.0430755615234,2.07834577560425,8.08572959899902,27338,17629.564453125,13843.8154296875,17563.71484375,13942.2001953125,15497.4384765625,16494.400390625,14612.0126953125,0.921618537698587,0.988765029903878,0,,,,-0.22791151702404,0,200935472,8816381,22.7911510467529,148.9931640625,16.7530994415283,32.1758689880371,48.7209358215332,26.9613170623779,6.22039699554443,20.159008026123,0.545003890991211,0.0612813644111157,0.11769650131464,0.178216904401779,0.098622128367424,0.0227536652237177,0.0737398788332939,-9.47000026702881,-11.4700002670288
584,1996,Vadstena,7714,7710,9.040207862854,10.3501949310303,6.27756214141846,2.73670554161072,-8.02999973297119,2.78481006622314,5.41696977615356,14.5512323379517,15.2244319915771,19.5163669586182,65.7207717895508,1.77950716018677,9.23994827270508,31278,15940.7763671875,13539.625,17709.541015625,13458.658203125,14761.275390625,16940.9296875,13471.6787109375,0.907911802853437,1.0311284031231,0,,,,-0.22791151702404,0,200935472,8816381,22.7911510467529,177.896041870117,16.9338436126709,36.3076705932617,47.630069732666,47.5180778503418,5.32598686218262,23.0366592407227,0.568757712841034,0.0541397891938686,0.116080537438393,0.152279779314995,0.151921734213829,0.0170279014855623,0.0736513212323189,-2.77999997138977,-4.77999973297119
428,1996,Vingåker,9983,9862,9.96755218505859,12.0056781768799,4.9077262878418,2.97099995613098,-9.85999965667725,2.45279145240784,5.22713422775269,13.982964515686,15.4573106765747,18.4688701629639,65.6435089111328,1.3739607334137,11.1317434310913,29283,17056.580078125,13410.6572265625,16074.6806640625,13207.4267578125,14274.3740234375,15705.7177734375,13146.99609375,1.72378827823971,0.481646724802271,0,,,,-0.22791151702404,0,200935472,8816381,22.7911510467529,177.686904907227,16.3404026031494,34.8897476196289,48.3586387634277,44.9676513671875,4.11220407485962,27.7532043457031,0.606792032718658,0.0558016672730446,0.119146764278412,0.165142372250557,0.153562307357788,0.0140429744496942,0.0947758257389069,-2.45000004768372,-4.44999980926514
