y,x,z,d
3.12510365120836,0.617922308455229,-0.221257092554474,TRUE
2.7684540598815,0.893505747257129,0.351793486239695,TRUE
2.04424979496202,-0.427756242530467,0.160601875688583,TRUE
0.307998858994783,-0.299901188920614,-0.124052304374975,FALSE
0.327868649337732,-0.531983274833493,0.659873851836467,TRUE
5.22761337699217,1.70598162476504,-0.503849340675093,TRUE
3.3776159246147,0.851635162628937,2.39838533772966,TRUE
2.45651388817015,0.839517146539016,0.510285536365617,TRUE
0.511017391900289,0.665680061265694,-1.13676720774358,FALSE
-2.17961839317762,-1.08963045956209,-1.37872937847354,FALSE
-1.06969926172986,-0.0864515481663107,-0.164860908131335,FALSE
0.55724630078227,-0.749885314631992,1.17546214016466,TRUE
-0.033199940653412,-0.738054735222716,-1.42008928152453,FALSE
3.69920489628,-0.0891717373523672,-0.0225959585810815,TRUE
-1.51259505887586,-1.37148322925969,-0.411832351427133,FALSE
-0.97415677669362,-1.08609755084014,0.974020258688644,FALSE
0.81776705652442,-0.683708512052185,1.37013477634147,TRUE
-1.92692342543156,-1.51885918697918,-0.604419069809589,FALSE
0.0829398234387633,-0.290669036024251,-1.11408976688332,FALSE
-1.6081335232328,0.249619824795628,-1.03743391880065,FALSE
3.1677522055037,1.49934125742203,-0.611442620012356,TRUE
1.2328637987471,0.437123173397418,-1.46205112931502,FALSE
-0.11879484058843,-0.902086329986186,-1.19972043215956,FALSE
2.76153343876809,0.017218947281435,-0.740438029517788,TRUE
1.52098865571567,0.222817794575144,0.0217719399405471,FALSE
0.300811994669665,0.0166856102267153,-1.59408379227742,FALSE
4.99175689212173,2.01055711317864,0.0723858164523604,TRUE
4.13453987173303,0.300169698684445,2.23361681609566,TRUE
-2.04587095489054,-1.51829234939025,-0.00013631068199933,FALSE
2.40194963213767,0.811308247511987,0.910370507697849,TRUE
0.474260557036182,1.15268060022294,-0.480773070649446,FALSE
3.80857593651608,0.751534119436999,2.22141721281861,TRUE
5.01062892132979,2.23636877736382,-0.717292708424918,TRUE
2.20522598419306,0.692515229572815,-0.533504192622102,FALSE
4.04245278398694,0.246661335367066,1.90519787242161,TRUE
-0.884776044741325,-0.602094656999606,-0.295058396133043,FALSE
3.98160173193328,1.08851619263059,-0.730604149474318,TRUE
4.11708978058547,1.71055308079501,0.109031304348033,TRUE
-1.31811410130433,-0.0465846495107747,0.269480909426593,FALSE
-0.27591695014569,0.6542714111737,-0.927927711843013,FALSE
-0.823336356054582,-0.0823046586541148,-1.07784049926626,FALSE
1.89643694744225,-0.31283356455768,0.708789745372165,TRUE
-1.25129053425349,-0.656119906990768,0.890377223825114,FALSE
-1.23504913998076,-0.167432011622047,-0.399457557189928,FALSE
-0.0630356961060032,-0.494687430808516,-0.575428678032736,FALSE
0.136418510038235,0.153503875630653,-0.792542436619877,FALSE
